ID,年齢,職業,婚姻,学歴,債務不履行,平均残高,住宅ローン,個人ローン,連絡手段,通話回数_販促中,経過日数,通話回数_販促前,前回販促結果,今回販促結果
1106,28,management,single,tertiary,no,6551,no,no,cellular,1,999,0,unknown,yes
1107,41,admin.,married,primary,no,-306,yes,no,unknown,1,999,0,unknown,yes
1108,31,technician,married,secondary,no,183,no,no,cellular,1,999,0,unknown,yes
1109,31,unemployed,single,tertiary,no,302,no,no,cellular,1,357,3,success,yes
1110,40,technician,divorced,secondary,no,0,no,no,cellular,2,999,0,unknown,yes
1111,27,blue-collar,single,secondary,no,535,no,no,cellular,1,87,3,success,yes
1112,53,admin.,single,secondary,no,2892,no,no,cellular,3,999,0,unknown,yes
1113,32,management,divorced,tertiary,no,222,no,yes,cellular,4,999,0,unknown,yes
1114,72,retired,married,secondary,no,1129,no,no,cellular,1,999,0,unknown,yes
1115,32,admin.,single,secondary,no,344,no,no,cellular,2,999,0,unknown,yes
1116,62,management,married,tertiary,no,7458,no,no,cellular,2,999,0,unknown,yes
1117,47,admin.,married,secondary,no,3676,no,no,cellular,1,95,3,success,yes
1118,28,student,single,secondary,no,2351,no,no,telephone,1,999,0,unknown,yes
1119,38,services,married,secondary,no,1970,yes,no,cellular,1,176,1,success,yes
1120,31,technician,married,secondary,no,318,no,no,cellular,1,999,0,unknown,yes
1121,32,management,single,tertiary,no,2069,no,no,cellular,1,999,0,unknown,yes
1122,40,admin.,single,secondary,no,100,yes,no,cellular,1,461,1,success,yes
1123,36,management,married,tertiary,no,0,yes,no,telephone,1,143,3,failure,yes
1124,55,housemaid,married,secondary,no,127,yes,no,telephone,8,999,0,unknown,yes
1125,45,admin.,married,secondary,yes,-106,yes,yes,cellular,3,288,1,nonexistent,yes
1126,25,blue-collar,single,secondary,no,217,yes,no,cellular,1,999,0,unknown,yes
1127,59,admin.,single,secondary,no,4744,no,no,cellular,1,999,0,unknown,yes
1128,36,technician,single,secondary,no,98,no,no,cellular,1,999,0,unknown,yes
1129,45,unemployed,divorced,primary,yes,11,no,no,cellular,5,999,0,unknown,yes
1130,70,retired,married,secondary,no,6422,no,no,cellular,1,999,0,unknown,yes
1131,35,management,single,tertiary,no,-324,no,yes,cellular,11,999,0,unknown,yes
1132,60,retired,divorced,secondary,no,514,no,no,cellular,1,124,9,nonexistent,yes
1133,31,management,single,tertiary,no,2016,no,no,cellular,1,999,0,unknown,yes
1134,43,blue-collar,single,secondary,no,740,yes,no,unknown,2,999,0,unknown,yes
1135,60,admin.,married,secondary,no,3735,no,no,cellular,1,90,10,success,yes
1136,31,blue-collar,married,primary,no,-537,yes,yes,cellular,7,999,0,unknown,yes
1137,53,technician,married,secondary,no,284,no,no,cellular,1,999,0,unknown,yes
1138,33,admin.,single,tertiary,no,146,no,no,cellular,1,91,3,success,yes
1139,33,admin.,single,tertiary,no,272,yes,no,cellular,2,92,3,success,yes
1140,39,technician,divorced,secondary,no,902,yes,no,cellular,2,180,5,failure,yes
1141,58,management,married,tertiary,no,4152,yes,no,cellular,2,164,4,nonexistent,yes
1142,39,management,single,tertiary,no,763,no,no,cellular,1,189,1,failure,yes
1143,24,student,single,secondary,no,125,no,no,cellular,1,90,1,failure,yes
1144,22,student,single,tertiary,no,691,no,no,cellular,5,103,1,success,yes
1145,77,retired,married,unknown,no,1807,no,no,telephone,1,999,0,unknown,yes
1146,34,retired,married,primary,no,4499,no,no,unknown,1,999,0,unknown,yes
1147,28,self-employed,single,tertiary,no,159,no,no,cellular,2,420,2,nonexistent,yes
1148,60,retired,married,secondary,no,0,no,no,cellular,1,999,0,unknown,yes
1149,44,services,married,secondary,no,-395,yes,no,cellular,1,999,0,unknown,yes
1150,33,blue-collar,married,primary,no,-191,yes,yes,cellular,4,999,0,unknown,yes
1151,28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,91,12,success,yes
1152,57,blue-collar,married,unknown,no,3585,no,no,telephone,1,999,0,unknown,yes
1153,47,services,divorced,unknown,no,973,no,no,cellular,1,479,1,failure,yes
1154,32,management,single,tertiary,no,2465,no,no,cellular,1,999,0,unknown,yes
1155,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,76,4,failure,yes
1156,30,student,single,unknown,no,4468,no,no,cellular,1,999,0,unknown,yes
1157,31,technician,divorced,tertiary,no,0,no,no,cellular,6,999,0,unknown,yes
1158,29,services,married,secondary,no,1135,yes,no,cellular,1,999,0,unknown,yes
1159,51,management,single,secondary,no,1610,yes,no,unknown,3,999,0,unknown,yes
1160,23,blue-collar,married,secondary,no,272,no,no,cellular,2,999,0,unknown,yes
1161,92,retired,married,unknown,no,775,no,no,cellular,4,96,3,success,yes
1162,45,unknown,married,tertiary,no,406,no,no,cellular,1,999,0,unknown,yes
1163,34,management,single,tertiary,no,13014,no,no,cellular,1,183,1,success,yes
1164,49,management,married,tertiary,no,1093,yes,yes,cellular,2,91,2,success,yes
1165,56,housemaid,divorced,primary,yes,1238,no,no,unknown,1,999,0,unknown,yes
1166,33,technician,single,tertiary,no,1636,yes,no,cellular,1,66,1,success,yes
1167,56,technician,married,secondary,no,2847,no,no,cellular,1,999,0,unknown,yes
1168,34,blue-collar,married,primary,no,695,yes,yes,unknown,4,999,0,unknown,yes
1169,40,self-employed,married,secondary,no,0,yes,no,cellular,1,999,0,unknown,yes
1170,35,unemployed,married,secondary,no,978,no,no,cellular,2,182,6,success,yes
1171,29,admin.,single,secondary,no,1070,yes,no,unknown,1,357,1,nonexistent,yes
1172,32,management,single,tertiary,no,522,no,no,cellular,2,999,0,unknown,yes
1173,54,admin.,married,secondary,no,602,no,no,cellular,2,999,0,unknown,yes
1174,24,student,single,tertiary,no,834,no,no,cellular,1,999,0,unknown,yes
1175,27,management,married,secondary,no,2071,no,no,cellular,1,999,0,unknown,yes
1176,66,retired,married,tertiary,no,1948,no,no,cellular,1,91,4,success,yes
1177,53,services,married,secondary,no,341,no,no,cellular,2,999,0,unknown,yes
1178,59,retired,married,unknown,no,1033,no,no,unknown,1,999,0,unknown,yes
1179,47,services,married,secondary,no,367,yes,no,cellular,1,306,4,success,yes
1180,29,blue-collar,divorced,secondary,no,-19,yes,no,cellular,4,999,0,unknown,yes
1181,31,self-employed,married,tertiary,no,2666,no,no,cellular,2,97,6,success,yes
1182,42,technician,divorced,secondary,no,314,yes,no,unknown,1,999,0,unknown,yes
1183,57,retired,divorced,tertiary,no,734,no,no,cellular,4,999,0,unknown,yes
1184,37,blue-collar,married,secondary,no,1330,no,no,cellular,1,999,0,unknown,yes
1185,29,technician,married,secondary,no,273,no,no,cellular,2,999,0,unknown,yes
1186,30,blue-collar,single,secondary,no,7773,yes,no,cellular,1,999,0,unknown,yes
1187,38,technician,married,secondary,no,0,yes,no,cellular,1,999,0,unknown,yes
1188,43,retired,married,secondary,no,860,no,no,telephone,1,999,0,unknown,yes
1189,39,entrepreneur,married,primary,no,437,yes,no,unknown,1,999,0,unknown,yes
1190,35,blue-collar,divorced,primary,no,300,yes,no,unknown,2,999,0,unknown,yes
1191,35,management,single,tertiary,no,704,no,no,cellular,1,999,0,unknown,yes
1192,59,management,married,secondary,no,4412,no,no,cellular,2,999,0,unknown,yes
1193,47,services,single,unknown,no,1784,no,no,cellular,2,999,0,unknown,yes
1194,28,technician,single,tertiary,no,2489,yes,no,telephone,2,999,0,unknown,yes
1195,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,2,999,0,unknown,yes
1196,85,retired,married,primary,no,1255,no,no,cellular,3,999,0,unknown,yes
1197,23,management,single,tertiary,no,1506,no,no,cellular,4,999,0,unknown,yes
1198,26,self-employed,single,tertiary,no,2857,no,no,cellular,1,999,0,unknown,yes
1199,36,blue-collar,single,secondary,no,366,yes,yes,unknown,2,999,0,unknown,yes
1200,35,unemployed,single,tertiary,no,415,no,no,cellular,2,89,2,success,yes
1201,64,retired,married,secondary,no,466,yes,no,cellular,1,999,0,unknown,yes
1202,31,management,married,secondary,no,0,no,no,cellular,1,999,0,unknown,yes
1203,46,housemaid,married,secondary,no,271,yes,no,cellular,29,999,0,unknown,yes
1204,46,management,married,tertiary,no,7331,no,no,cellular,4,95,2,nonexistent,yes
1205,57,blue-collar,married,primary,no,2112,no,no,cellular,2,999,0,unknown,yes
1206,33,housemaid,married,primary,no,2054,no,no,cellular,6,999,0,unknown,yes
1207,56,technician,married,tertiary,no,73,no,no,cellular,4,999,0,unknown,yes
1208,30,student,single,tertiary,no,2539,no,no,telephone,5,999,0,unknown,yes
1209,58,technician,married,secondary,no,589,yes,no,cellular,3,183,6,success,yes
1210,38,technician,married,tertiary,no,206,no,no,cellular,2,999,0,unknown,yes
1211,44,blue-collar,married,secondary,no,1697,yes,no,unknown,2,999,0,unknown,yes
1212,19,student,single,unknown,no,108,no,no,cellular,2,182,1,success,yes
1213,32,self-employed,single,tertiary,no,1249,yes,no,cellular,1,999,0,unknown,yes
1214,41,admin.,single,secondary,no,985,yes,no,cellular,2,391,11,success,yes
1215,62,blue-collar,married,secondary,no,180,no,no,cellular,2,999,0,unknown,yes
1216,54,management,divorced,tertiary,no,487,yes,no,unknown,4,999,0,unknown,yes
1217,69,retired,single,tertiary,no,2144,no,no,cellular,1,184,4,success,yes
1218,47,blue-collar,married,secondary,no,292,no,no,cellular,1,999,0,unknown,yes
1219,56,unemployed,married,primary,no,3391,no,no,cellular,1,999,0,unknown,yes
1220,25,services,married,secondary,no,0,yes,no,cellular,9,999,0,unknown,yes
1221,59,retired,married,primary,no,363,no,no,cellular,1,999,0,unknown,yes
1222,53,services,divorced,primary,no,-291,yes,yes,unknown,1,999,0,unknown,yes
1223,49,management,married,tertiary,no,2881,no,no,cellular,3,999,0,unknown,yes
1224,33,technician,single,tertiary,no,149,yes,no,cellular,2,182,1,nonexistent,yes
1225,28,technician,single,tertiary,no,-123,no,yes,cellular,1,999,0,unknown,yes
1226,30,technician,single,tertiary,no,635,no,no,cellular,8,999,0,unknown,yes
1227,52,management,married,tertiary,no,3634,no,no,cellular,8,999,0,unknown,yes
1228,33,admin.,single,tertiary,no,272,yes,no,cellular,1,237,2,failure,yes
1229,30,blue-collar,married,primary,no,5,no,no,cellular,1,203,1,success,yes
1230,35,management,single,tertiary,no,1750,yes,no,cellular,1,9,3,success,yes
1231,30,unemployed,single,secondary,no,2424,no,no,cellular,1,95,2,success,yes
1232,31,services,single,secondary,no,1709,no,yes,telephone,3,999,0,unknown,yes
1233,57,retired,married,primary,no,9367,no,no,cellular,1,90,6,success,yes
1234,52,services,married,primary,no,1625,no,no,cellular,2,999,0,unknown,yes
1235,32,self-employed,divorced,tertiary,no,3271,no,no,cellular,3,999,0,unknown,yes
1236,35,technician,single,secondary,no,1693,yes,no,cellular,1,999,0,unknown,yes
1237,38,management,married,unknown,no,3576,no,no,cellular,1,999,0,unknown,yes
1238,39,management,married,tertiary,no,494,no,no,cellular,1,183,5,success,yes
1239,51,management,married,tertiary,no,2635,no,no,cellular,1,98,2,failure,yes
1240,37,management,married,tertiary,no,3723,no,no,cellular,1,999,0,unknown,yes
1241,30,services,single,secondary,no,1268,yes,no,cellular,4,320,8,nonexistent,yes
1242,29,student,single,unknown,no,2929,no,no,cellular,1,89,4,nonexistent,yes
1243,31,housemaid,single,primary,no,26965,no,no,cellular,2,999,0,unknown,yes
1244,42,services,married,secondary,no,1376,yes,no,cellular,2,92,4,success,yes
1245,34,technician,single,secondary,no,1279,yes,no,cellular,2,160,8,nonexistent,yes
1246,47,management,married,tertiary,no,0,no,yes,cellular,1,999,0,unknown,yes
1247,29,technician,single,tertiary,no,0,yes,no,cellular,2,337,6,failure,yes
1248,57,technician,divorced,secondary,no,470,no,no,cellular,3,999,0,unknown,yes
1249,90,retired,divorced,secondary,no,1,no,no,cellular,3,999,0,unknown,yes
1250,34,admin.,married,secondary,no,869,no,no,unknown,1,999,0,unknown,yes
1251,52,retired,divorced,tertiary,no,-309,yes,no,unknown,2,999,0,unknown,yes
1252,58,management,married,tertiary,no,473,no,no,cellular,1,262,1,success,yes
1253,47,retired,married,primary,no,1374,no,yes,telephone,2,359,3,failure,yes
1254,26,admin.,single,secondary,no,96,no,no,cellular,1,70,3,failure,yes
1255,42,technician,divorced,secondary,no,19,no,no,cellular,4,999,0,unknown,yes
1256,35,technician,married,secondary,no,2779,no,no,cellular,2,999,0,unknown,yes
1257,25,technician,single,tertiary,no,1231,no,no,cellular,2,999,0,unknown,yes
1258,37,unemployed,single,tertiary,no,1291,no,no,cellular,1,97,2,success,yes
1259,48,management,married,tertiary,no,157,no,no,cellular,4,999,0,unknown,yes
1260,45,technician,single,tertiary,no,0,no,no,cellular,4,999,0,unknown,yes
1261,52,technician,married,tertiary,no,0,no,no,cellular,3,92,7,failure,yes
1262,34,admin.,single,secondary,no,557,no,no,cellular,1,999,0,unknown,yes
1263,30,blue-collar,married,secondary,no,486,yes,no,unknown,3,999,0,unknown,yes
1264,49,admin.,divorced,secondary,no,1718,no,yes,cellular,1,999,0,unknown,yes
1265,52,management,married,unknown,no,1708,no,no,unknown,1,75,4,failure,yes
1266,47,technician,married,tertiary,no,2408,no,no,cellular,1,999,0,unknown,yes
1267,27,technician,single,tertiary,no,931,yes,no,cellular,1,999,0,unknown,yes
1268,45,management,divorced,tertiary,no,1,no,no,cellular,2,999,0,unknown,yes
1269,64,entrepreneur,married,tertiary,no,2331,no,no,telephone,1,999,0,unknown,yes
1270,40,blue-collar,married,secondary,no,-438,no,no,cellular,1,999,0,unknown,yes
1271,54,management,married,secondary,no,1134,yes,no,cellular,3,999,0,unknown,yes
1272,32,management,single,tertiary,no,4291,no,no,cellular,9,999,0,unknown,yes
1273,55,unemployed,divorced,secondary,no,387,yes,no,unknown,1,999,0,unknown,yes
1274,71,retired,married,tertiary,no,2887,no,no,cellular,1,999,0,unknown,yes
1275,40,technician,married,secondary,no,694,yes,no,cellular,2,119,9,failure,yes
1276,29,management,single,tertiary,no,265,no,no,cellular,1,999,0,unknown,yes
1277,20,student,single,secondary,no,502,no,no,cellular,1,999,0,unknown,yes
1278,22,housemaid,single,secondary,no,1796,no,no,cellular,3,999,0,unknown,yes
1279,61,technician,married,secondary,no,1191,no,no,cellular,4,999,0,unknown,yes
1280,32,services,single,secondary,no,133,no,no,cellular,1,999,0,unknown,yes
1281,39,blue-collar,married,secondary,no,1756,yes,no,cellular,1,999,0,unknown,yes
1282,55,technician,divorced,secondary,yes,4,no,no,cellular,1,999,0,unknown,yes
1283,39,services,married,tertiary,no,1493,no,no,cellular,3,999,0,unknown,yes
1284,31,technician,married,secondary,no,684,yes,no,cellular,3,999,0,unknown,yes
1285,30,blue-collar,single,unknown,no,6281,no,no,cellular,2,999,0,unknown,yes
1286,45,housemaid,married,secondary,no,4068,no,no,cellular,1,999,0,unknown,yes
1287,63,retired,married,secondary,no,1495,no,no,cellular,1,195,4,nonexistent,yes
1288,28,self-employed,single,tertiary,no,160,no,no,unknown,1,999,0,unknown,yes
1289,39,self-employed,married,tertiary,no,2630,no,no,unknown,5,999,0,unknown,yes
1290,30,self-employed,married,tertiary,no,2666,no,no,cellular,3,89,1,success,yes
1291,43,blue-collar,married,secondary,no,14646,no,no,cellular,1,999,0,unknown,yes
1292,33,management,single,tertiary,no,5437,no,no,cellular,1,58,3,failure,yes
1293,59,retired,married,primary,no,1115,no,no,unknown,1,999,0,unknown,yes
1294,34,admin.,married,tertiary,no,0,no,no,cellular,1,183,2,success,yes
1295,28,management,single,tertiary,no,1584,yes,no,cellular,2,999,0,unknown,yes
1296,35,services,married,secondary,no,52,yes,no,cellular,2,94,4,success,yes
1297,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,1,272,1,nonexistent,yes
1298,24,blue-collar,married,primary,no,656,yes,no,unknown,1,999,0,unknown,yes
1299,38,management,married,tertiary,no,3436,no,no,cellular,4,999,0,unknown,yes
1300,27,blue-collar,single,secondary,no,3792,no,no,cellular,1,183,2,success,yes
1301,31,management,divorced,tertiary,no,294,yes,no,cellular,5,999,0,unknown,yes
1302,42,entrepreneur,married,secondary,no,2959,yes,no,telephone,1,342,1,failure,yes
1303,64,retired,divorced,primary,no,109,no,no,cellular,1,225,2,success,yes
1304,44,technician,single,secondary,no,7138,no,no,cellular,2,999,0,unknown,yes
1305,37,services,married,secondary,no,1970,yes,no,telephone,1,999,0,unknown,yes
1306,35,management,single,tertiary,no,431,no,no,cellular,2,397,1,failure,yes
1307,39,technician,divorced,secondary,no,385,no,no,cellular,1,48,2,failure,yes
1308,22,admin.,single,tertiary,no,897,yes,no,cellular,4,999,0,unknown,yes
1309,58,admin.,divorced,secondary,no,3337,yes,no,telephone,2,690,3,failure,yes
1310,54,self-employed,single,tertiary,no,384,no,yes,cellular,1,999,0,unknown,yes
1311,47,management,married,tertiary,no,2351,no,no,cellular,2,84,1,success,yes
1312,47,management,married,tertiary,no,3663,no,no,cellular,3,999,0,unknown,yes
1313,35,technician,married,secondary,no,0,yes,no,cellular,1,96,5,success,yes
1314,27,admin.,single,tertiary,no,138,no,no,cellular,2,999,0,unknown,yes
1315,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,2,999,0,unknown,yes
1316,29,blue-collar,married,secondary,no,2870,yes,no,cellular,1,999,0,unknown,yes
1317,32,services,single,secondary,no,1168,yes,no,cellular,1,999,0,unknown,yes
1318,45,housemaid,married,secondary,no,360,no,no,cellular,1,999,0,unknown,yes
1319,38,student,married,unknown,no,0,no,no,cellular,1,385,1,failure,yes
1320,41,services,married,secondary,no,0,yes,yes,cellular,2,122,2,failure,yes
1321,31,student,married,primary,no,46,yes,no,cellular,1,999,0,unknown,yes
1322,22,student,single,secondary,no,948,no,no,telephone,1,197,2,failure,yes
1323,41,self-employed,married,secondary,no,3123,yes,no,cellular,2,135,2,failure,yes
1324,51,retired,married,secondary,no,1435,no,no,unknown,1,999,0,unknown,yes
1325,54,retired,divorced,tertiary,no,3076,no,no,cellular,2,999,0,unknown,yes
