年齢,職業,婚姻,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,連絡回数_販促中,連絡後日数,連絡回数_販促前,前回販促結果,今回販促結果
32,management,married,tertiary,no,3387,yes,no,cellular,5,-1,0,unknown,yes
63,management,married,tertiary,no,2785,no,no,cellular,2,392,3,success,yes
23,technician,single,tertiary,no,1129,yes,no,unknown,1,-1,0,unknown,yes
37,services,single,secondary,no,105,no,yes,cellular,2,157,4,failure,no
89,retired,married,tertiary,no,553,no,no,telephone,5,-1,0,unknown,no
35,self-employed,married,tertiary,no,35368,yes,no,unknown,1,-1,0,unknown,no
51,self-employed,married,primary,no,106,yes,no,telephone,3,110,2,failure,no
34,admin.,married,tertiary,no,10,no,no,cellular,1,91,1,failure,no
31,blue-collar,married,primary,no,2929,yes,no,cellular,3,150,3,failure,no
50,technician,divorced,unknown,no,2794,no,no,cellular,5,93,2,success,no
56,technician,married,secondary,no,1938,no,yes,cellular,1,192,4,success,yes
57,blue-collar,married,primary,no,3109,no,no,cellular,2,105,2,success,yes
37,blue-collar,married,secondary,no,1165,yes,no,cellular,3,190,4,success,no
56,management,married,tertiary,no,830,yes,yes,unknown,1,-1,0,unknown,yes
43,management,divorced,tertiary,no,580,yes,no,cellular,1,284,2,failure,yes
40,technician,single,tertiary,no,1646,yes,no,cellular,1,92,5,success,yes
58,technician,married,secondary,no,3399,no,no,telephone,2,188,8,success,yes
31,technician,single,secondary,no,2544,no,no,cellular,1,279,2,success,yes
25,self-employed,single,tertiary,no,1294,no,no,cellular,4,-1,0,unknown,no
41,management,married,tertiary,no,326,yes,no,cellular,1,-1,0,unknown,yes
31,blue-collar,married,tertiary,no,-35,no,no,cellular,2,-1,0,unknown,yes
67,retired,married,tertiary,no,2841,no,no,cellular,1,-1,0,unknown,no
51,entrepreneur,married,secondary,no,0,yes,yes,cellular,1,150,1,failure,no
73,retired,married,secondary,no,2850,no,no,cellular,2,28,5,failure,no
36,technician,married,tertiary,no,911,yes,yes,cellular,2,21,3,failure,yes
38,services,divorced,primary,no,0,yes,no,cellular,3,151,3,failure,no
50,blue-collar,married,primary,no,859,yes,yes,telephone,5,196,7,failure,no
53,blue-collar,single,primary,no,354,yes,no,cellular,1,226,2,failure,no
42,entrepreneur,married,secondary,no,2959,yes,no,telephone,1,342,1,failure,yes
29,admin.,single,secondary,no,-498,yes,no,cellular,3,227,14,failure,no
27,unemployed,single,tertiary,no,1,no,no,cellular,2,-1,0,unknown,no
20,student,single,secondary,no,153,no,no,unknown,1,-1,0,unknown,yes
30,technician,single,secondary,no,863,yes,no,unknown,5,-1,0,unknown,yes
51,admin.,single,secondary,no,1994,no,no,unknown,2,-1,0,unknown,yes
33,management,divorced,secondary,no,5,yes,no,unknown,1,-1,0,unknown,yes
37,management,married,primary,no,5427,no,no,cellular,1,159,1,failure,no
78,retired,divorced,primary,no,229,no,no,telephone,1,-1,0,unknown,yes
43,management,married,tertiary,no,2640,no,no,cellular,4,-1,0,unknown,yes
71,technician,married,tertiary,no,383,no,no,cellular,3,-1,0,unknown,yes
26,blue-collar,married,secondary,no,145,no,no,cellular,2,-1,0,unknown,no
37,services,married,secondary,no,1543,yes,no,cellular,2,-1,0,unknown,yes
32,management,married,tertiary,no,477,yes,no,telephone,6,178,5,failure,no
64,retired,divorced,primary,no,315,no,no,cellular,1,-1,0,unknown,yes
55,entrepreneur,married,tertiary,no,41923,no,no,cellular,3,-1,0,unknown,no
26,technician,single,tertiary,no,1066,no,no,cellular,1,-1,0,unknown,yes
53,management,married,tertiary,no,1356,yes,no,cellular,2,93,2,failure,no
54,technician,married,secondary,no,0,no,no,telephone,3,84,3,success,yes
19,student,single,secondary,no,372,no,no,telephone,3,-1,0,unknown,yes
25,services,single,secondary,no,-121,yes,no,cellular,2,-1,0,unknown,no
52,self-employed,married,tertiary,no,6657,no,no,telephone,1,-1,0,unknown,yes
46,blue-collar,married,primary,no,369,yes,no,unknown,2,-1,0,unknown,yes
68,retired,married,tertiary,no,2812,no,no,cellular,4,181,3,success,yes
30,management,single,tertiary,no,572,no,no,cellular,3,183,2,success,yes
60,housemaid,married,primary,no,182,no,no,cellular,5,181,5,failure,no
34,blue-collar,married,secondary,no,1207,yes,no,unknown,1,-1,0,unknown,yes
37,admin.,married,secondary,no,96,no,no,cellular,1,99,2,success,yes
40,technician,divorced,secondary,no,0,no,no,cellular,2,-1,0,unknown,yes
32,technician,single,secondary,no,6402,yes,no,cellular,1,167,1,success,no
41,blue-collar,married,primary,no,201,yes,no,cellular,1,-1,0,unknown,yes
30,admin.,single,secondary,no,-36,no,no,cellular,9,-1,0,unknown,yes
42,management,divorced,secondary,no,283,yes,no,cellular,1,-1,0,unknown,yes
44,blue-collar,married,unknown,no,1529,yes,no,cellular,1,-1,0,unknown,yes
55,technician,married,secondary,yes,-308,no,no,cellular,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,1954,no,no,cellular,2,-1,0,unknown,yes
48,housemaid,married,tertiary,no,5473,no,no,cellular,2,184,2,success,yes
40,management,married,secondary,no,106,no,no,unknown,2,-1,0,unknown,yes
25,blue-collar,divorced,secondary,no,720,yes,no,unknown,1,-1,0,unknown,no
65,admin.,married,secondary,no,952,no,no,cellular,1,96,1,success,yes
31,management,married,secondary,no,0,no,no,cellular,1,-1,0,unknown,yes
25,technician,single,secondary,no,1312,yes,no,cellular,1,-1,0,unknown,no
27,technician,married,secondary,no,639,yes,no,unknown,1,-1,0,unknown,no
44,unemployed,single,primary,yes,-4,no,yes,cellular,2,-1,0,unknown,yes
27,admin.,married,secondary,no,1595,no,no,cellular,2,197,2,success,yes
73,retired,married,tertiary,no,448,no,no,cellular,1,-1,0,unknown,yes
34,entrepreneur,married,primary,no,7279,yes,no,cellular,1,-1,0,unknown,yes
25,blue-collar,single,secondary,no,189,no,yes,cellular,2,-1,0,unknown,yes
33,self-employed,single,tertiary,no,1354,yes,no,cellular,1,147,2,failure,no
28,blue-collar,married,secondary,no,631,yes,no,cellular,1,-1,0,unknown,no
32,management,single,tertiary,no,718,yes,no,cellular,1,197,1,success,yes
71,retired,married,secondary,no,1998,no,no,cellular,1,-1,0,unknown,no
75,retired,married,primary,no,1765,no,no,telephone,1,187,4,failure,yes
27,management,single,tertiary,no,8,no,no,telephone,2,-1,0,unknown,no
44,unemployed,divorced,tertiary,no,0,no,no,cellular,3,-1,0,unknown,yes
59,unemployed,married,secondary,no,4497,yes,no,cellular,1,251,1,failure,no
31,technician,married,unknown,no,14533,no,no,cellular,2,-1,0,unknown,yes
27,blue-collar,married,secondary,no,564,yes,no,unknown,3,-1,0,unknown,no
71,retired,divorced,tertiary,no,261,no,no,cellular,2,-1,0,unknown,no
36,technician,married,tertiary,no,-290,yes,yes,cellular,1,189,3,failure,no
36,technician,divorced,secondary,no,3158,yes,no,cellular,2,-1,0,unknown,yes
26,unemployed,single,tertiary,no,521,no,no,cellular,3,-1,0,unknown,no
37,blue-collar,married,secondary,no,604,yes,no,cellular,1,495,1,failure,yes
33,technician,married,tertiary,no,8023,no,no,cellular,1,105,3,failure,no
35,blue-collar,married,secondary,no,80,yes,yes,cellular,2,172,2,failure,no
27,unemployed,single,secondary,no,259,yes,no,cellular,2,-1,0,unknown,no
29,unemployed,single,primary,no,1374,no,no,cellular,2,178,7,success,yes
38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,2,391,3,failure,yes
48,technician,married,primary,no,235,no,no,cellular,2,191,3,success,yes
50,management,divorced,tertiary,no,405,no,no,cellular,1,91,6,failure,no
35,technician,single,secondary,no,399,yes,no,cellular,2,345,3,failure,yes
24,student,single,secondary,no,1234,no,no,cellular,1,156,2,success,yes
59,self-employed,married,tertiary,no,185,no,no,cellular,5,138,1,failure,no
23,admin.,single,secondary,no,5,yes,no,unknown,1,-1,0,unknown,no
43,management,married,tertiary,no,240,yes,no,cellular,1,-1,0,unknown,yes
28,technician,single,secondary,no,1417,yes,no,unknown,1,-1,0,unknown,no
63,entrepreneur,married,secondary,no,3904,no,no,telephone,2,187,2,success,yes
39,services,single,secondary,no,403,yes,no,cellular,3,-1,0,unknown,yes
38,technician,married,tertiary,no,3234,no,no,cellular,2,-1,0,unknown,yes
26,student,single,tertiary,no,376,no,no,telephone,2,-1,0,unknown,no
59,technician,married,secondary,no,135,yes,yes,cellular,4,-1,0,unknown,yes
57,admin.,married,secondary,no,169,no,no,cellular,1,106,2,failure,no
28,blue-collar,married,secondary,no,17,no,no,unknown,4,-1,0,unknown,no
66,retired,married,secondary,no,154,no,no,cellular,5,181,2,failure,yes
27,blue-collar,single,secondary,no,-247,no,yes,cellular,1,-1,0,unknown,no
35,unknown,divorced,primary,no,3888,no,no,cellular,5,178,5,failure,no
36,technician,married,secondary,no,1497,no,yes,cellular,2,94,3,other,no
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,1,-1,0,unknown,yes
28,admin.,married,secondary,no,0,yes,yes,cellular,2,-1,0,unknown,no
27,management,single,primary,yes,13,no,no,cellular,3,-1,0,unknown,yes
72,retired,married,secondary,no,0,no,no,cellular,3,-1,0,unknown,yes
49,management,divorced,secondary,no,-46,yes,no,unknown,10,-1,0,unknown,yes
26,technician,single,secondary,no,1231,yes,no,cellular,2,96,5,success,yes
37,technician,married,secondary,no,807,yes,no,cellular,3,172,4,failure,no
28,student,single,secondary,no,293,no,no,cellular,3,-1,0,unknown,no
27,admin.,single,secondary,no,261,yes,yes,cellular,4,-1,0,unknown,yes
28,blue-collar,single,primary,no,1199,yes,no,cellular,20,-1,0,unknown,no
33,services,single,unknown,no,2297,no,no,cellular,1,-1,0,unknown,yes
44,unemployed,married,secondary,no,0,no,no,cellular,2,165,4,failure,no
51,management,married,tertiary,no,19313,no,no,telephone,1,-1,0,unknown,no
28,services,single,secondary,no,221,yes,no,cellular,1,-1,0,unknown,no
28,blue-collar,single,tertiary,no,4099,no,no,cellular,4,-1,0,unknown,yes
37,technician,married,secondary,no,195,yes,no,cellular,1,194,2,failure,no
33,management,married,tertiary,no,2044,yes,no,cellular,3,177,1,failure,no
31,self-employed,married,tertiary,no,168,no,no,cellular,2,-1,0,unknown,yes
61,management,married,tertiary,no,477,yes,no,cellular,1,520,1,other,yes
32,technician,married,tertiary,no,8023,no,no,cellular,1,97,1,other,no
27,entrepreneur,single,unknown,no,1007,no,no,cellular,1,-1,0,unknown,no
52,management,married,tertiary,no,193,no,no,cellular,1,269,1,failure,yes
55,admin.,married,secondary,no,139,no,no,cellular,1,-1,0,unknown,yes
45,admin.,married,secondary,no,3006,no,no,cellular,2,-1,0,unknown,yes
45,management,married,tertiary,no,506,no,no,cellular,2,-1,0,unknown,yes
47,technician,married,tertiary,no,2408,no,no,cellular,1,-1,0,unknown,yes
40,unemployed,single,tertiary,no,7968,no,no,cellular,1,93,1,success,yes
35,management,single,tertiary,no,671,yes,no,cellular,1,-1,0,unknown,yes
52,blue-collar,married,secondary,no,8180,yes,no,cellular,1,144,1,failure,no
56,management,divorced,tertiary,no,2037,no,no,cellular,1,91,5,success,no
26,management,single,tertiary,no,-8,no,no,cellular,2,-1,0,unknown,no
41,blue-collar,married,primary,no,1461,yes,no,cellular,1,165,2,success,no
55,housemaid,married,primary,no,2152,no,no,unknown,2,-1,0,unknown,yes
37,management,married,tertiary,no,57,no,no,cellular,1,-1,0,unknown,yes
26,blue-collar,married,secondary,no,5795,yes,no,cellular,2,-1,0,unknown,yes
60,self-employed,married,tertiary,no,10861,no,no,cellular,1,91,2,failure,yes
43,admin.,single,secondary,no,733,yes,no,cellular,3,-1,0,unknown,yes
41,technician,married,secondary,no,1819,no,no,cellular,1,371,3,failure,yes
28,blue-collar,married,secondary,no,1113,yes,no,cellular,1,108,2,other,no
28,blue-collar,married,secondary,no,-114,yes,no,unknown,2,-1,0,unknown,no
60,technician,married,tertiary,no,6573,yes,no,cellular,2,87,2,failure,no
55,management,divorced,tertiary,no,2171,yes,yes,telephone,5,176,1,success,no
36,admin.,single,tertiary,no,994,no,no,cellular,2,105,3,success,no
28,self-employed,single,secondary,no,123,yes,no,unknown,1,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,300,yes,yes,cellular,5,-1,0,unknown,yes
32,admin.,married,secondary,no,3540,yes,no,cellular,1,178,1,failure,no
59,technician,married,secondary,no,259,no,no,cellular,1,89,1,success,yes
59,admin.,single,secondary,no,4744,no,no,cellular,1,-1,0,unknown,yes
59,blue-collar,married,primary,no,699,no,no,cellular,1,154,6,failure,no
38,management,married,tertiary,no,238,no,no,cellular,1,92,3,failure,yes
53,unemployed,divorced,secondary,no,587,no,no,cellular,1,-1,0,unknown,yes
46,management,divorced,tertiary,no,1297,no,no,cellular,3,-1,0,unknown,yes
41,technician,single,secondary,no,650,yes,no,cellular,3,-1,0,unknown,yes
53,technician,married,secondary,no,5303,yes,no,telephone,3,180,1,success,yes
41,management,married,secondary,no,280,yes,no,cellular,1,95,2,success,no
40,admin.,married,secondary,no,732,no,no,cellular,1,139,4,success,no
46,blue-collar,married,secondary,no,640,yes,no,cellular,2,129,2,failure,yes
44,management,divorced,tertiary,no,0,yes,yes,cellular,2,167,1,failure,no
42,admin.,married,primary,no,-306,yes,no,cellular,1,459,1,success,yes
71,retired,divorced,secondary,no,4380,no,no,cellular,1,-1,0,unknown,yes
39,admin.,single,secondary,no,2345,yes,no,cellular,2,344,2,failure,yes
36,blue-collar,married,primary,no,356,yes,yes,cellular,4,172,4,other,no
41,self-employed,married,tertiary,no,0,yes,no,telephone,3,426,1,other,yes
36,unemployed,married,secondary,no,-872,yes,yes,cellular,1,183,1,failure,no
38,housemaid,divorced,primary,no,0,yes,yes,cellular,2,166,7,failure,no
84,retired,married,primary,no,1702,no,no,telephone,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,1,100,2,success,no
69,retired,married,secondary,no,2473,no,no,cellular,3,-1,0,unknown,yes
57,management,married,tertiary,no,372,no,no,cellular,3,-1,0,unknown,yes
28,management,married,tertiary,no,250,yes,no,cellular,4,-1,0,unknown,no
40,blue-collar,married,primary,no,665,yes,no,cellular,1,-1,0,unknown,yes
31,unemployed,single,secondary,no,2616,no,no,cellular,1,185,2,other,yes
36,services,single,secondary,no,417,yes,no,cellular,10,207,3,failure,no
24,admin.,single,secondary,no,-386,yes,no,cellular,1,-1,0,unknown,no
42,services,married,secondary,no,774,no,no,cellular,1,-1,0,unknown,yes
28,blue-collar,single,secondary,no,517,no,yes,cellular,3,213,1,success,no
25,services,single,secondary,no,7604,no,no,cellular,1,-1,0,unknown,no
21,student,single,primary,no,423,no,no,cellular,5,-1,0,unknown,yes
26,technician,single,secondary,no,33,no,no,cellular,7,-1,0,unknown,no
44,management,divorced,tertiary,no,7541,yes,no,telephone,2,82,1,other,no
61,self-employed,married,tertiary,no,10861,no,no,cellular,1,91,5,success,yes
40,blue-collar,married,secondary,no,1451,no,no,cellular,1,121,1,success,yes
25,entrepreneur,single,primary,no,-65,yes,no,unknown,2,-1,0,unknown,no
31,management,married,tertiary,no,1812,no,no,cellular,1,-1,0,unknown,yes
28,management,single,tertiary,no,0,no,no,cellular,1,-1,0,unknown,no
26,admin.,married,secondary,no,2469,no,no,cellular,8,-1,0,unknown,no
45,blue-collar,married,secondary,no,10252,no,no,cellular,1,141,2,success,yes
74,retired,divorced,secondary,no,4079,no,no,cellular,3,-1,0,unknown,yes
33,management,divorced,tertiary,no,2885,no,no,cellular,2,-1,0,unknown,yes
45,technician,divorced,secondary,no,-357,yes,yes,cellular,1,355,2,failure,yes
26,services,married,secondary,no,380,yes,no,unknown,3,-1,0,unknown,no
39,blue-collar,married,primary,no,118,no,no,cellular,1,-1,0,unknown,yes
33,management,married,tertiary,no,0,yes,no,cellular,3,328,1,failure,yes
34,admin.,married,tertiary,no,899,yes,no,cellular,2,141,7,failure,no
60,technician,single,primary,no,11262,no,no,cellular,1,-1,0,unknown,yes
25,services,single,secondary,no,382,yes,no,unknown,1,-1,0,unknown,no
27,management,single,tertiary,no,20585,no,no,cellular,1,100,1,success,yes
44,management,married,tertiary,no,1954,no,no,cellular,1,-1,0,unknown,yes
39,admin.,divorced,secondary,no,728,yes,yes,cellular,1,-1,0,unknown,yes
28,admin.,single,secondary,no,89,yes,yes,cellular,2,-1,0,unknown,no
40,management,divorced,tertiary,no,9541,no,no,cellular,2,189,1,failure,no
27,student,single,tertiary,no,5291,no,no,cellular,2,-1,0,unknown,no
34,management,married,tertiary,no,273,yes,no,cellular,1,188,1,success,no
23,student,single,secondary,no,794,no,no,cellular,3,171,3,other,yes
56,services,married,secondary,no,4763,yes,no,telephone,4,115,6,failure,no
32,services,single,secondary,no,-198,yes,no,unknown,3,-1,0,unknown,yes
46,admin.,divorced,secondary,no,2087,no,no,cellular,1,119,4,other,no
25,blue-collar,single,secondary,no,249,yes,no,unknown,5,-1,0,unknown,no
52,technician,married,tertiary,no,3440,yes,no,cellular,1,131,1,failure,no
29,technician,single,secondary,no,3466,no,no,cellular,1,-1,0,unknown,yes
48,technician,married,secondary,no,0,yes,no,cellular,1,204,1,failure,no
70,management,married,tertiary,no,10171,no,no,cellular,2,-1,0,unknown,no
28,technician,single,tertiary,no,356,no,no,cellular,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,496,yes,no,cellular,1,-1,0,unknown,yes
36,technician,single,secondary,yes,-487,yes,no,cellular,1,-1,0,unknown,yes
26,blue-collar,single,secondary,yes,-8019,no,yes,cellular,3,-1,0,unknown,no
28,blue-collar,single,primary,no,150,no,yes,cellular,2,-1,0,unknown,no
30,technician,single,tertiary,no,1289,yes,no,unknown,2,-1,0,unknown,yes
32,management,single,tertiary,no,623,no,no,telephone,1,203,1,failure,no
37,blue-collar,divorced,secondary,no,316,yes,no,unknown,2,-1,0,unknown,yes
25,admin.,single,tertiary,no,1185,no,no,cellular,1,-1,0,unknown,no
50,blue-collar,married,primary,no,0,no,no,cellular,2,191,2,failure,no
25,self-employed,single,unknown,no,1179,no,no,cellular,2,185,3,failure,no
28,blue-collar,single,secondary,no,39,no,no,cellular,7,-1,0,unknown,no
35,technician,married,secondary,no,114,yes,yes,cellular,3,97,4,failure,no
35,blue-collar,married,secondary,no,360,yes,no,telephone,1,152,3,failure,no
30,management,married,tertiary,no,1942,yes,yes,cellular,2,178,3,other,yes
55,entrepreneur,married,tertiary,no,625,no,no,telephone,2,147,4,failure,no
53,management,married,tertiary,no,18931,no,no,cellular,1,86,23,other,no
40,unemployed,single,tertiary,no,79,no,no,cellular,1,135,1,failure,yes
25,self-employed,single,tertiary,no,557,no,no,telephone,2,-1,0,unknown,no
32,management,single,tertiary,no,354,no,no,cellular,2,133,5,other,yes
