年齢,職業,婚姻状況,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,日,月,通話時間,キャンペーン,直前接触日,過去接触回数,前回接触結果,申込有無
48,services,married,primary,True,-583,True,False,,2,jun,25,7,-1,0,,False
49,blue-collar,married,tertiary,False,1784,False,False,,12,jun,753,1,-1,0,,False
30,management,married,tertiary,False,3134,True,False,cellular,17,jul,124,1,-1,0,,False
27,self-employed,single,secondary,False,49,True,False,cellular,30,jan,208,2,-1,0,,False
34,technician,married,secondary,False,-346,False,False,cellular,13,aug,136,4,-1,0,,False
49,management,married,secondary,False,1623,True,False,cellular,19,nov,1081,2,-1,0,,True
48,management,married,tertiary,False,60,False,False,telephone,7,may,376,2,339,7,failure,False
40,services,married,secondary,False,17,False,False,cellular,4,jun,78,1,-1,0,,False
38,blue-collar,married,secondary,False,2008,True,False,cellular,18,nov,354,1,-1,0,,False
46,blue-collar,married,primary,False,91,True,False,cellular,6,may,29,1,356,2,failure,False
41,entrepreneur,married,tertiary,False,171,True,False,cellular,19,nov,209,1,191,4,failure,False
28,management,single,tertiary,False,1027,True,False,cellular,14,may,433,1,-1,0,,False
51,services,married,,False,5801,True,False,,29,may,147,2,-1,0,,False
33,blue-collar,divorced,primary,False,142,True,False,telephone,11,may,41,2,300,5,failure,False
26,management,single,tertiary,False,205,False,False,,26,may,111,1,-1,0,,False
34,admin.,single,secondary,False,852,False,False,cellular,14,apr,108,2,-1,0,,False
27,blue-collar,married,secondary,True,-584,True,False,cellular,7,may,411,2,-1,0,,False
42,self-employed,married,secondary,False,97,False,False,cellular,10,jul,108,2,-1,0,,False
45,admin.,married,secondary,False,204,True,False,cellular,3,jun,224,2,-1,0,,True
31,technician,single,secondary,False,628,True,False,,12,may,1083,2,-1,0,,False
32,management,single,tertiary,False,311,False,False,,12,may,757,2,-1,0,,True
39,blue-collar,married,primary,False,1564,False,False,,17,jun,57,1,-1,0,,False
26,blue-collar,single,secondary,False,856,True,True,cellular,30,jul,95,5,-1,0,,False
40,management,single,tertiary,False,1509,False,False,cellular,15,mar,144,2,124,1,failure,False
52,services,married,secondary,False,-888,False,False,cellular,16,jul,135,1,-1,0,,False
40,technician,single,tertiary,False,226,False,False,cellular,15,jan,176,2,-1,0,,False
48,technician,married,secondary,False,127,False,True,cellular,7,aug,524,5,-1,0,,False
31,services,married,secondary,False,413,True,False,,13,may,65,1,-1,0,,False
27,admin.,married,secondary,False,710,True,True,cellular,6,may,653,1,334,2,success,True
47,technician,married,secondary,False,1233,True,False,,11,sep,91,1,100,2,other,True
28,management,single,secondary,False,171,False,False,cellular,10,mar,93,1,-1,0,,True
40,management,divorced,tertiary,False,69,True,False,cellular,6,may,503,2,280,2,failure,False
34,admin.,married,secondary,False,1499,True,False,cellular,13,apr,186,1,327,2,failure,False
29,self-employed,married,tertiary,False,751,True,False,,23,may,121,2,-1,0,,False
36,management,married,tertiary,False,61,False,True,cellular,19,aug,452,2,-1,0,,False
83,retired,married,primary,False,425,False,False,telephone,22,jun,883,1,140,1,failure,True
55,services,divorced,primary,False,2923,True,False,,15,may,104,2,-1,0,,False
43,management,divorced,tertiary,False,99,False,False,cellular,29,jan,24,3,-1,0,,False
23,student,single,secondary,False,1021,False,False,telephone,19,jun,79,9,-1,0,,False
44,technician,married,tertiary,False,1146,False,False,cellular,4,jul,178,2,-1,0,,False
58,blue-collar,married,primary,False,781,True,False,cellular,15,may,74,2,-1,0,,False
29,admin.,single,secondary,False,1448,False,False,cellular,10,mar,217,1,184,7,other,False
30,management,single,tertiary,False,604,False,True,cellular,2,feb,475,1,-1,0,,False
29,admin.,single,secondary,False,-194,True,False,cellular,7,may,127,1,-1,0,,False
41,technician,married,secondary,False,0,False,False,cellular,11,mar,101,1,-1,0,,False
35,housemaid,married,primary,False,0,True,False,cellular,14,jul,340,3,-1,0,,False
31,technician,single,secondary,False,1014,True,False,cellular,23,jul,158,4,-1,0,,False
27,admin.,single,tertiary,False,73,False,False,cellular,29,jan,242,1,-1,0,,False
47,services,married,secondary,False,2597,True,False,,16,may,323,1,-1,0,,False
53,self-employed,married,tertiary,False,2627,True,True,,16,jun,18,30,-1,0,,False
34,management,married,tertiary,False,1906,True,False,cellular,14,jul,68,3,-1,0,,False
34,blue-collar,married,primary,False,-319,True,True,cellular,9,jul,134,4,-1,0,,False
36,management,married,tertiary,False,-296,True,False,cellular,14,may,113,3,-1,0,,False
40,technician,married,secondary,False,169,True,False,cellular,18,aug,43,4,-1,0,,False
37,self-employed,single,tertiary,False,556,False,False,,17,jun,200,2,-1,0,,False
65,retired,divorced,,False,300,False,False,cellular,2,aug,245,2,-1,0,,False
53,technician,divorced,secondary,False,751,True,False,,16,may,343,4,-1,0,,False
28,technician,single,secondary,False,126,False,False,cellular,3,mar,229,1,-1,0,,False
33,technician,divorced,tertiary,False,-386,True,False,,23,may,530,1,-1,0,,False
56,blue-collar,married,primary,False,379,False,False,cellular,13,aug,58,5,-1,0,,False
45,self-employed,married,secondary,False,706,False,False,cellular,30,apr,78,2,176,1,success,False
39,technician,married,secondary,False,9121,False,False,,5,jun,147,1,-1,0,,False
28,management,single,tertiary,False,1466,True,False,cellular,25,jul,40,1,-1,0,,False
36,blue-collar,married,primary,False,0,True,False,cellular,18,nov,618,2,-1,0,,False
41,blue-collar,married,primary,False,951,True,False,cellular,20,apr,23,4,-1,0,,False
46,admin.,married,secondary,False,368,False,False,cellular,20,aug,293,1,90,4,other,True
41,blue-collar,married,secondary,False,121,True,False,cellular,13,may,16,6,176,5,other,False
59,services,married,secondary,False,204,False,False,cellular,23,jul,286,2,-1,0,,False
24,admin.,married,secondary,False,299,True,False,cellular,6,may,209,1,321,1,failure,False
34,management,married,tertiary,False,4170,True,False,,21,may,935,1,-1,0,,False
40,blue-collar,married,primary,False,-335,True,False,,27,may,260,1,-1,0,,False
42,admin.,married,secondary,False,3165,True,False,,16,jun,298,4,-1,0,,False
50,services,married,secondary,False,254,True,False,cellular,15,apr,397,2,337,1,failure,False
25,management,single,tertiary,False,553,True,False,cellular,17,sep,113,4,479,1,failure,False
51,services,divorced,secondary,False,518,True,False,telephone,17,nov,76,1,-1,0,,False
50,management,married,tertiary,False,85,False,True,cellular,1,jun,141,1,-1,0,,False
37,blue-collar,married,,False,603,True,False,,23,may,773,2,-1,0,,False
21,services,single,secondary,False,361,False,False,telephone,5,jun,329,1,95,1,other,False
52,blue-collar,married,secondary,False,-98,True,False,,7,may,423,1,-1,0,,False
55,retired,married,primary,False,4424,False,False,cellular,5,aug,67,4,-1,0,,False
26,technician,single,secondary,False,2610,True,True,,2,jun,626,1,-1,0,,False
38,technician,married,tertiary,False,3234,False,False,cellular,18,nov,578,2,-1,0,,True
32,blue-collar,married,secondary,False,687,True,False,,9,may,61,1,-1,0,,False
31,blue-collar,married,secondary,False,631,True,False,,23,may,248,4,-1,0,,False
34,technician,single,secondary,False,341,False,True,cellular,29,jan,136,1,262,3,failure,False
33,technician,single,tertiary,False,316,False,False,cellular,21,aug,126,3,-1,0,,False
35,technician,married,secondary,False,2,False,False,telephone,28,jan,653,3,-1,0,,False
44,management,married,,False,415,True,False,telephone,14,may,7,7,-1,0,,False
48,management,divorced,tertiary,False,507,True,False,cellular,9,apr,528,1,-1,0,,False
29,blue-collar,married,secondary,False,912,True,False,cellular,13,may,785,1,-1,0,,False
50,management,married,tertiary,False,0,False,False,cellular,9,jul,243,5,-1,0,,False
37,blue-collar,married,primary,False,37,True,False,cellular,13,may,24,2,362,1,other,False
44,admin.,single,secondary,False,2524,False,False,,19,jun,82,1,-1,0,,False
36,unemployed,single,tertiary,False,9019,True,False,,11,jun,952,3,-1,0,,False
49,blue-collar,divorced,,False,39,True,False,cellular,13,may,27,5,-1,0,,False
31,blue-collar,married,secondary,False,0,True,False,,5,may,143,1,-1,0,,False
49,technician,divorced,secondary,False,265,True,False,,12,may,274,6,-1,0,,False
35,blue-collar,single,secondary,False,0,True,False,cellular,16,apr,1174,1,345,4,other,True
57,admin.,divorced,,False,4012,False,False,cellular,20,nov,915,1,-1,0,,False
42,blue-collar,married,primary,False,1520,True,False,cellular,5,feb,115,1,-1,0,,False
36,blue-collar,divorced,secondary,False,-140,True,False,,26,may,222,2,-1,0,,False
75,retired,divorced,primary,False,852,False,False,cellular,15,mar,341,1,-1,0,,False
38,blue-collar,single,secondary,False,578,True,False,,21,may,112,2,-1,0,,False
40,blue-collar,married,primary,True,0,True,False,,6,may,64,2,-1,0,,False
38,services,single,secondary,False,2253,True,False,cellular,13,may,937,3,-1,0,,True
34,management,single,tertiary,False,1171,True,False,cellular,10,jul,129,1,-1,0,,False
29,technician,single,tertiary,False,452,True,False,cellular,11,may,59,1,-1,0,,False
28,admin.,married,secondary,False,-97,True,False,cellular,29,jan,79,1,225,2,success,False
79,retired,married,secondary,False,4738,False,False,telephone,9,jul,151,5,-1,0,,False
51,admin.,divorced,secondary,False,467,True,False,,19,may,83,1,-1,0,,False
32,student,single,tertiary,False,0,False,False,cellular,6,aug,101,5,3,6,other,False
36,management,married,tertiary,False,495,False,False,cellular,5,aug,157,3,97,2,success,True
38,entrepreneur,married,secondary,False,157,False,True,cellular,15,may,57,11,366,1,other,False
49,self-employed,married,secondary,False,358,True,True,,13,may,176,3,-1,0,,False
42,services,married,secondary,False,292,True,False,cellular,11,may,222,3,-1,0,,False
43,blue-collar,married,primary,False,7343,True,False,,2,jun,217,4,-1,0,,False
34,blue-collar,married,secondary,False,-563,True,False,,26,may,252,1,-1,0,,False
59,retired,single,secondary,False,351,True,False,,27,may,1063,5,-1,0,,True
35,,married,primary,False,365,False,False,cellular,29,aug,41,2,-1,0,,False
33,blue-collar,single,secondary,False,13494,True,False,,20,jun,27,25,-1,0,,False
34,admin.,single,secondary,False,846,True,False,cellular,17,apr,758,2,-1,0,,False
64,retired,married,secondary,False,1574,False,False,telephone,29,jul,301,3,-1,0,,True
34,entrepreneur,married,tertiary,False,-28,True,False,cellular,16,jul,574,1,-1,0,,False
77,retired,married,tertiary,False,0,False,False,cellular,16,oct,847,1,60,1,success,True
57,retired,married,primary,False,2927,False,True,telephone,30,jul,78,5,-1,0,,False
30,blue-collar,married,secondary,False,501,True,True,,27,may,514,1,-1,0,,False
56,housemaid,divorced,primary,True,1238,False,False,,5,jun,1558,1,-1,0,,True
49,,married,,False,301,False,False,cellular,14,aug,789,2,-1,0,,False
73,retired,married,primary,False,1388,False,False,cellular,20,jul,146,3,190,3,success,False
39,technician,single,secondary,False,102,True,False,cellular,14,aug,272,2,-1,0,,False
57,technician,divorced,primary,False,13,True,False,cellular,8,may,323,2,368,2,failure,False
32,self-employed,married,secondary,False,413,True,False,cellular,11,jul,712,2,-1,0,,False
32,technician,single,tertiary,False,4665,True,False,,21,may,860,2,-1,0,,True
45,admin.,married,secondary,False,638,True,False,cellular,20,aug,75,9,-1,0,,False
32,blue-collar,married,secondary,False,101,True,False,,19,may,191,4,-1,0,,False
31,management,married,tertiary,False,1224,True,True,cellular,24,jul,1441,2,-1,0,,True
49,self-employed,married,secondary,False,1103,False,False,cellular,12,aug,428,2,-1,0,,False
29,services,married,secondary,False,3748,False,False,cellular,28,may,322,3,-1,0,,False
55,technician,married,secondary,False,955,True,False,cellular,29,jan,104,1,-1,0,,False
30,admin.,married,secondary,False,518,True,False,cellular,8,may,127,1,-1,0,,False
45,services,single,primary,False,1893,True,False,,3,jun,1259,6,-1,0,,True
39,technician,married,tertiary,False,14,False,False,cellular,28,jan,114,2,-1,0,,False
36,admin.,married,secondary,False,-423,True,True,,13,may,106,1,-1,0,,False
33,management,married,tertiary,False,3696,False,False,cellular,19,nov,305,1,182,3,failure,False
36,management,married,tertiary,False,2987,True,False,cellular,12,aug,307,1,-1,0,,True
31,technician,single,secondary,False,433,False,False,cellular,11,aug,1504,2,-1,0,,False
36,technician,married,,False,756,False,False,cellular,11,jul,396,3,-1,0,,False
38,technician,single,tertiary,False,0,True,False,cellular,1,jun,71,1,-1,0,,False
33,,married,secondary,False,2727,False,False,cellular,6,aug,205,3,-1,0,,False
40,technician,married,secondary,False,93,True,False,,13,may,134,2,-1,0,,False
31,blue-collar,married,secondary,False,1766,False,True,cellular,5,jun,166,2,-1,0,,True
39,services,married,secondary,False,124,True,False,cellular,31,jul,81,5,-1,0,,False
33,admin.,married,tertiary,False,69,False,True,cellular,4,may,77,2,-1,0,,False
53,services,divorced,secondary,False,0,False,False,cellular,12,mar,80,2,-1,0,,True
38,management,married,tertiary,False,0,True,False,cellular,13,may,537,5,303,2,failure,False
59,technician,married,secondary,False,259,False,False,cellular,15,jun,415,1,89,1,success,True
55,blue-collar,married,primary,False,4103,False,False,cellular,19,nov,291,1,-1,0,,False
38,technician,single,tertiary,False,744,True,False,cellular,14,may,283,1,288,12,other,False
48,services,married,secondary,False,116,True,False,telephone,20,apr,70,4,-1,0,,False
53,blue-collar,married,secondary,False,70,True,False,,5,may,611,2,-1,0,,False
44,admin.,divorced,secondary,False,432,False,False,cellular,9,feb,132,3,-1,0,,False
57,management,married,tertiary,False,1172,False,False,,18,jun,26,1,-1,0,,False
29,blue-collar,single,secondary,False,9,True,False,cellular,11,may,262,3,-1,0,,False
31,services,married,secondary,False,428,True,False,,21,may,272,1,-1,0,,False
35,technician,single,tertiary,False,7546,True,False,cellular,28,dec,137,1,122,3,failure,False
31,blue-collar,married,primary,False,620,False,False,cellular,30,mar,95,1,-1,0,,False
35,self-employed,married,tertiary,False,8647,False,False,cellular,19,nov,140,2,-1,0,,False
40,management,single,secondary,False,192,True,False,,16,may,71,11,-1,0,,False
39,blue-collar,married,secondary,False,0,True,False,cellular,7,may,502,1,7,2,failure,False
43,technician,single,tertiary,False,27733,True,False,,3,jun,164,7,-1,0,,False
44,entrepreneur,married,primary,False,276,True,True,,15,may,219,1,-1,0,,False
29,technician,single,secondary,False,113,False,False,cellular,12,feb,328,2,183,4,success,True
40,technician,married,secondary,False,782,True,False,,14,may,224,2,-1,0,,False
33,entrepreneur,married,primary,False,82,True,False,cellular,18,nov,63,2,-1,0,,False
46,management,married,tertiary,False,1008,False,False,cellular,29,aug,24,13,-1,0,,False
27,,single,tertiary,False,6421,False,False,telephone,28,jan,147,4,-1,0,,False
26,admin.,single,secondary,False,443,False,False,cellular,30,jul,84,3,-1,0,,False
41,technician,married,secondary,False,351,True,False,cellular,9,jul,175,1,-1,0,,False
34,technician,married,tertiary,False,5060,True,False,cellular,21,aug,12,21,-1,0,,False
39,technician,single,tertiary,False,-41,False,True,cellular,25,aug,40,15,-1,0,,False
27,services,single,secondary,False,-124,False,False,cellular,18,jul,217,1,-1,0,,False
31,blue-collar,married,secondary,False,79,True,True,cellular,23,jul,235,11,-1,0,,False
44,unemployed,single,secondary,False,3945,False,False,cellular,28,jan,255,1,-1,0,,False
55,retired,married,tertiary,False,197,False,True,cellular,8,jul,256,1,-1,0,,False
51,blue-collar,divorced,primary,False,837,False,False,telephone,30,jul,41,2,-1,0,,False
50,management,married,tertiary,False,-94,False,True,,25,jun,75,1,-1,0,,False
30,services,married,secondary,False,1743,True,False,cellular,5,feb,192,4,-1,0,,False
46,technician,married,secondary,False,57,False,False,,28,may,796,1,-1,0,,True
49,admin.,married,secondary,False,635,False,False,cellular,25,aug,220,3,-1,0,,False
56,retired,married,secondary,False,-113,True,True,cellular,12,aug,614,2,-1,0,,False
47,admin.,divorced,secondary,False,225,False,False,cellular,28,aug,1126,4,-1,0,,True
